synthetic_caller_id,age,age_band,sex,household_size,region,urbanicity,language,accent_class,employment_status,income_band,customer_tenure_years,primary_intent,secondary_intent,compound_intent,intent_ambiguity,intent_change_midcall,speech_rate,articulation,background_noise,pause_pattern,interruption_frequency,input_mode,emotion,caller_behavior,asks_for_agent,refuses_information,out_of_vocabulary_request,contradictory_information,invalid_input_event,authentication_required,authentication_method,authentication_outcome,authentication_retries,accessibility_interaction_constraint,eligibility_state,regulatory_constraint,expected_route,expected_disposition,hangup_risk,triad_test_class,parallel_valid_path_exists,equivalent_route_exists,hidden_assumption_target,failure_recovery_expected,oracle_outcome
IVR-SYN-01263,74,65-74,Female,2,South,Urban,English,General US,Full-time,<25k,3.2,Technical support,Password/credential,Yes,Low,No,Slow,Clear,None,Normal,None,Speech,Frustrated,Indecisive,Yes,Yes,No,No,No,Yes,One-time code,Successful,1,None,Eligible,Authentication required,Technical support,Correct specialist/agent routing,Moderate,GRAY,Yes,Yes,None,Retry,Correct route + compliant disposition
IVR-SYN-01264,82,75+,Male,2,Midwest,Urban,English,Southern US,Retired,25-49k,11.2,Technical support,None,No,Moderate,No,Normal,Clear,None,Normal,None,Keypad,Frustrated,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,1,Repetition needed,Conditional,None,Technical support,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-01265,22,18-24,Female,1,West,Urban,Other,General US,Part-time,50-74k,0.7,Appointment/scheduling,None,No,Moderate,No,Slow,Clear,None,Normal,Frequent,Keypad,Calm,Suspicious,Yes,No,No,No,Yes,Yes,One-time code,Successful,1,None,Eligible,None,General support,Correct specialist/agent routing,Low,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01266,60,55-64,Female,6,West,Rural,English,General US,Full-time,75-99k,4.6,Account information,None,No,Low,No,Fast,Clear,Moderate,Long,None,Keypad,Calm,Argumentative,No,No,No,No,No,Yes,Voice/biometric,Successful,0,Keypad preference,Ineligible,None,Self-service,Self-service completion,High,GREEN,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-01267,60,55-64,Male,1,Northeast,Urban,English,International,Part-time,50-74k,1.9,Other,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,Low-literacy interaction,Eligible,None,Self-service,Self-service completion,Low,GREEN,Yes,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01268,42,35-44,Male,6,West,Urban,English,General US,Full-time,<25k,6.0,Account information,None,No,High,No,Normal,Clear,None,Long,Occasional,Keypad,Anxious,Impatient,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,Disclosure required,Self-service,Self-service completion,Low,GRAY,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-01269,28,25-34,Male,3,West,Suburban,English,Northeastern US,Full-time,75-99k,11.1,Cancellation,None,No,High,No,Normal,Clear,None,Normal,None,Keypad,Frustrated,Cooperative,Yes,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Conditional,None,Retention,Correct specialist/agent routing,Moderate,GRAY,No,No,None,Re-prompt,Correct route + compliant disposition
IVR-SYN-01270,37,35-44,Male,3,Midwest,Rural,Spanish,Western US,Student,100-149k,0.7,Refund/dispute,Password/credential,Yes,Low,No,Normal,Clear,None,Long,None,Speech,Frustrated,Terse,No,No,No,No,No,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Disputes,Correct specialist/agent routing,Low,GRAY,No,No,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-01271,30,25-34,Female,5,West,Urban,English,General US,Student,<25k,5.5,Appointment/scheduling,None,No,Moderate,Yes,Fast,Clear,Low,Normal,Occasional,Speech,Calm,Terse,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Ineligible,None,General support,Correct specialist/agent routing,Low,GREEN,No,No,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-01272,56,55-64,Male,2,Midwest,Suburban,Arabic,Northeastern US,Full-time,150-249k,11.9,Billing question,None,No,High,No,Normal,Clear,None,Long,Occasional,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Failed,2,None,Eligible,Authentication required,Billing,Correct specialist/agent routing,Moderate,GRAY,Yes,Yes,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01273,65,65-74,Male,2,Midwest,Urban,English,Southern US,Student,75-99k,1.7,Account information,None,No,Moderate,No,Fast,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,Yes,Yes,Account number + PIN,Successful,0,None,Ineligible,Authentication required,Self-service,Self-service completion,Moderate,GREEN,Yes,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01274,59,55-64,Male,3,South,Suburban,Spanish,General US,Full-time,75-99k,12.7,Order/status inquiry,None,No,Moderate,Yes,Normal,Clear,Low,Normal,None,Speech,Frustrated,Cooperative,Yes,No,No,No,Yes,Yes,Account number + PIN,Successful,1,None,Eligible,None,Self-service,Self-service completion,Moderate,RED,No,Yes,None,Retry,Correct route + compliant disposition
IVR-SYN-01275,55,55-64,Male,6,West,Suburban,Spanish,General US,Part-time,25-49k,1.0,Refund/dispute,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Disputes,Correct specialist/agent routing,Low,GREEN,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-01276,37,35-44,Female,1,Northeast,Urban,English,Midwestern US,Retired,100-149k,1.3,Account information,None,No,Moderate,Yes,Normal,Clear,Low,Normal,None,Speech,Frustrated,Confused,No,No,No,No,Yes,Yes,Knowledge-based,Successful,1,None,Eligible,None,Self-service,Self-service completion,Moderate,RED,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-01277,39,35-44,Female,6,West,Urban,English,General US,Retired,50-74k,1.0,Order/status inquiry,None,No,Moderate,No,Normal,Clear,None,Short,Occasional,Keypad,Calm,Terse,No,No,No,No,No,No,None required,Not applicable,0,Keypad preference,Conditional,Human review required,Human escalation,Correct specialist/agent routing,High,GREEN,Yes,No,Identity,Re-prompt,Correct route + compliant disposition
IVR-SYN-01278,36,35-44,Male,2,South,Urban,English,Midwestern US,Retired,75-99k,1.5,Cancellation,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,None required,Not applicable,0,None,Conditional,Authentication required,Retention,Correct specialist/agent routing,Moderate,GREEN,Yes,No,Identity,Alternative input,Correct route + compliant disposition
IVR-SYN-01279,51,45-54,Female,2,West,Urban,English,General US,Other,100-149k,4.1,Address/contact change,None,No,Low,No,Fast,Mildly unclear,None,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,Authentication required,Self-service,Self-service completion,Low,GREEN,No,No,Language,Terminate safely,Correct route + compliant disposition
IVR-SYN-01280,42,35-44,Male,3,South,Suburban,English,International,Full-time,150-249k,1.0,Cancellation,Other,Yes,Low,No,Normal,Clear,None,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Partial,2,None,Agent required,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-01281,41,35-44,Female,4,South,Urban,English,Northeastern US,Full-time,100-149k,1.6,Payment issue,None,No,High,No,Normal,Clear,Low,Normal,None,Speech,Frustrated,Cooperative,No,No,No,Yes,Yes,Yes,One-time code,Successful,1,None,Eligible,None,Billing,Correct specialist/agent routing,Low,RED,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01282,55,55-64,Female,4,South,Urban,Spanish,Southern US,Full-time,25-49k,1.2,Eligibility inquiry,Billing question,Yes,Low,No,Slow,Mildly unclear,None,Normal,None,Speech,Calm,Confused,No,No,No,Yes,No,Yes,Knowledge-based,Successful,1,Slow-prompt preference,Eligible,Disclosure required,Specialist,Correct specialist/agent routing,Low,GRAY,No,No,Routing,Re-prompt,Correct route + compliant disposition
IVR-SYN-01283,62,55-64,Male,2,South,Urban,English,Midwestern US,Full-time,150-249k,5.6,Refund/dispute,Order/status inquiry,Yes,Moderate,No,Normal,Clear,None,Long,Frequent,Keypad,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Conditional,None,Disputes,Correct specialist/agent routing,High,GRAY,No,No,Intent,Re-prompt,Correct route + compliant disposition
IVR-SYN-01284,19,18-24,Female,1,Midwest,Urban,Arabic,General US,Retired,<25k,17.2,Payment issue,None,No,Low,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,Yes,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-01285,69,65-74,Female,2,West,Rural,English,General US,Full-time,<25k,6.6,Technical support,None,No,Moderate,Yes,Normal,Clear,Low,Normal,None,Keypad,Anxious,Cooperative,No,No,No,Yes,No,Yes,Account number + PIN,Successful,0,None,Ineligible,Authentication required,Technical support,Correct specialist/agent routing,Low,GRAY,No,Yes,Identity,Agent escalation,Correct route + compliant disposition
IVR-SYN-01286,36,35-44,Male,3,Midwest,Urban,English,Southern US,Self-employed,50-74k,9.8,Address/contact change,None,No,Low,No,Slow,Clear,None,Normal,Frequent,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Consent required,Self-service,Self-service completion,Low,GREEN,Yes,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-01287,34,25-34,Female,2,West,Urban,English,General US,Part-time,25-49k,1.1,Technical support,None,No,Moderate,Yes,Normal,Clear,None,Normal,Occasional,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Partial,1,None,Eligible,None,Technical support,Correct specialist/agent routing,Low,GREEN,No,No,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-01288,54,45-54,Male,4,South,Urban,English,Northeastern US,Full-time,50-74k,3.5,Cancellation,None,No,Moderate,No,Normal,Clear,Low,Normal,None,Speech,Frustrated,Cooperative,No,No,Yes,No,No,No,None required,Not applicable,0,None,Eligible,None,Retention,Correct specialist/agent routing,Low,GREEN,No,No,Identity,Agent escalation,Correct route + compliant disposition
IVR-SYN-01289,52,45-54,Male,2,Midwest,Suburban,English,Southern US,Full-time,100-149k,5.1,Billing question,Other,Yes,High,No,Normal,Clear,None,Normal,Occasional,Keypad,Frustrated,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,1,Slow-prompt preference,Eligible,None,Billing,Correct specialist/agent routing,Low,GRAY,No,No,None,Re-prompt,Correct route + compliant disposition
IVR-SYN-01290,22,18-24,Female,1,South,Suburban,English,International,Retired,100-149k,2.6,Account information,None,No,Low,No,Slow,Clear,Moderate,Long,None,Keypad,Frustrated,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-01291,18,18-24,Female,6,Northeast,Suburban,English,General US,Part-time,75-99k,0.3,Billing question,None,No,Moderate,No,Fast,Mildly unclear,High,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,Account number + PIN,Successful,0,Slow-prompt preference,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-01292,38,35-44,Male,5,West,Urban,English,Southern US,Full-time,75-99k,4.9,Account information,None,No,High,No,Normal,Mildly unclear,Low,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Self-service,Self-service completion,Low,GRAY,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01293,72,65-74,Female,2,South,Suburban,English,Western US,Other,50-74k,1.4,Password/credential,None,No,Low,No,Fast,Clear,None,Normal,Frequent,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,Slow-prompt preference,Eligible,None,Self-service,Self-service completion,High,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01294,33,25-34,Male,4,West,Urban,English,General US,Other,150-249k,10.9,Billing question,None,No,Moderate,No,Slow,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,Yes,No,Yes,Voice/biometric,Failed,1,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,RED,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-01295,27,25-34,Male,4,West,Urban,English,General US,Full-time,75-99k,0.5,Refund/dispute,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Calm,Confused,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-01296,50,45-54,Female,3,South,Urban,English,General US,Full-time,25-49k,6.1,Order/status inquiry,Other,Yes,Moderate,No,Normal,Clear,Moderate,Normal,Occasional,Keypad,Angry,Terse,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Eligible,None,Self-service,Self-service completion,High,GRAY,No,No,Timing,Retry,Correct route + compliant disposition
IVR-SYN-01297,61,55-64,Female,2,South,Rural,English,International,Part-time,50-74k,8.9,Order/status inquiry,None,No,Moderate,No,Normal,Clear,Moderate,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Failed,2,Repetition needed,Conditional,Human review required,Human escalation,Correct specialist/agent routing,High,GREEN,No,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-01298,43,35-44,Female,4,Midwest,Rural,English,General US,Part-time,<25k,0.2,Address/contact change,Order/status inquiry,Yes,Moderate,No,Normal,Clear,Moderate,Normal,None,Speech,Angry,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,Consent required,Self-service,Self-service completion,Low,GRAY,No,No,None,Re-prompt,Correct route + compliant disposition
IVR-SYN-01299,88,75+,Male,6,Midwest,Rural,English,General US,Full-time,25-49k,8.0,Account information,None,No,Moderate,No,Normal,Clear,None,Short,None,Speech,Calm,Indecisive,No,No,No,No,No,No,None required,Not applicable,0,None,Conditional,None,Self-service,Self-service completion,Moderate,GREEN,No,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-01300,55,55-64,Female,3,Northeast,Rural,Other,General US,Full-time,25-49k,2.9,Eligibility inquiry,None,No,High,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Verbose,No,No,No,Yes,No,Yes,Voice/biometric,Failed,1,None,Conditional,None,Specialist,Correct specialist/agent routing,Low,GRAY,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-01301,42,35-44,Female,4,Midwest,Suburban,English,Midwestern US,Retired,75-99k,3.9,Account information,None,No,Moderate,No,Normal,Clear,High,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Failed,1,None,Conditional,None,Self-service,Self-service completion,Moderate,GREEN,Yes,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-01302,50,45-54,Male,6,West,Urban,Other,General US,Full-time,75-99k,20.8,Technical support,None,No,High,No,Slow,Clear,High,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Technical support,Correct specialist/agent routing,Moderate,GRAY,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-01303,67,65-74,Male,2,South,Suburban,English,International,Full-time,25-49k,5.7,Billing question,None,No,Low,No,Fast,Clear,Low,Long,None,Speech,Frustrated,Cooperative,No,No,Yes,No,No,Yes,Account number + PIN,Failed,2,None,Eligible,None,Billing,Correct specialist/agent routing,Low,RED,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01304,34,25-34,Male,5,Northeast,Rural,English,Southern US,Retired,50-74k,1.0,Payment issue,Eligibility inquiry,Yes,High,Yes,Fast,Mildly unclear,None,Normal,None,Speech,Calm,Impatient,No,No,Yes,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GRAY,No,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-01305,80,75+,Male,6,Northeast,Urban,English,General US,Other,100-149k,21.5,Payment issue,None,No,Moderate,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-01306,86,75+,Female,3,South,Urban,English,General US,Retired,25-49k,5.0,Billing question,None,No,High,No,Normal,Clear,None,Normal,None,Speech,Confused,Cooperative,Yes,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GRAY,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-01307,64,55-64,Female,3,Northeast,Rural,English,General US,Full-time,25-49k,3.8,Payment issue,Eligibility inquiry,Yes,Low,No,Slow,Clear,None,Normal,None,Speech,Urgent,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Failed,3,Speech-input difficulty,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01308,48,45-54,Female,1,West,Suburban,Spanish,General US,Retired,150-249k,0.6,Technical support,Eligibility inquiry,Yes,Moderate,No,Normal,Clear,Moderate,Normal,Frequent,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Failed,3,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,RED,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01309,21,18-24,Male,4,West,Rural,English,General US,Full-time,75-99k,1.7,Eligibility inquiry,None,No,Moderate,No,Normal,Mildly unclear,None,Short,None,Keypad,Frustrated,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,None,Specialist,Correct specialist/agent routing,Low,GREEN,No,No,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-01310,86,75+,Female,2,Midwest,Urban,English,Midwestern US,Full-time,75-99k,1.5,Refund/dispute,None,No,Moderate,No,Slow,Clear,Low,Normal,Occasional,Keypad,Urgent,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Failed,3,Slow-prompt preference,Eligible,None,Disputes,Correct specialist/agent routing,Moderate,GREEN,No,No,Intent,Retry,Correct route + compliant disposition
IVR-SYN-01311,62,55-64,Female,1,West,Suburban,Spanish,Southern US,Full-time,100-149k,7.3,Cancellation,None,No,Moderate,No,Slow,Clear,High,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Failed,3,None,Eligible,None,Retention,Correct specialist/agent routing,Low,GREEN,Yes,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-01312,19,18-24,Male,6,Midwest,Urban,Other,Western US,Full-time,50-74k,2.3,Account information,None,No,Moderate,No,Fast,Clear,None,Long,None,Speech,Calm,Indecisive,No,No,No,No,No,Yes,Account number + PIN,Successful,0,Slow-prompt preference,Agent required,Authentication required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-01313,42,35-44,Female,1,South,Urban,English,Northeastern US,Self-employed,<25k,1.8,Account information,None,No,Low,No,Fast,Clear,High,Long,None,Speech,Confused,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,Slow-prompt preference,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Routing,Alternative input,Correct route + compliant disposition
IVR-SYN-01314,36,35-44,Female,4,Northeast,Rural,English,International,Self-employed,50-74k,1.5,Payment issue,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,1,None,Ineligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01315,30,25-34,Male,5,Northeast,Suburban,English,Western US,Retired,75-99k,1.6,Payment issue,None,No,Moderate,No,Slow,Clear,Low,Short,None,Speech,Calm,Confused,No,No,No,No,No,No,None required,Not applicable,0,None,Conditional,None,Billing,Correct specialist/agent routing,High,GREEN,No,No,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-01316,47,45-54,Female,5,South,Rural,English,General US,Retired,75-99k,2.1,Technical support,None,No,Low,No,Fast,Clear,None,Short,None,Keypad,Confused,Cooperative,No,No,No,Yes,No,No,None required,Not applicable,0,Repetition needed,Ineligible,None,Technical support,Correct specialist/agent routing,Low,GRAY,No,No,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-01317,43,35-44,Male,3,Midwest,Rural,English,International,Unemployed,150-249k,16.1,Refund/dispute,None,No,Moderate,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,No,Yes,Identity,Retry,Correct route + compliant disposition
IVR-SYN-01318,74,65-74,Female,3,Midwest,Urban,English,General US,Full-time,100-149k,2.3,Cancellation,None,No,Moderate,No,Slow,Clear,High,Long,Occasional,Speech,Frustrated,Cooperative,Yes,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,None,Retention,Correct specialist/agent routing,High,GREEN,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-01319,70,65-74,Male,2,Northeast,Suburban,English,Western US,Full-time,<25k,5.9,Billing question,None,No,Low,No,Normal,Clear,Moderate,Normal,Frequent,Keypad,Calm,Cooperative,No,No,No,Yes,No,Yes,One-time code,Successful,1,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Low,RED,No,No,Eligibility,Terminate safely,Correct route + compliant disposition
IVR-SYN-01320,52,45-54,Male,1,West,Urban,English,Midwestern US,Full-time,50-74k,1.4,Refund/dispute,None,No,Moderate,No,Slow,Difficult,None,Normal,None,Keypad,Calm,Impatient,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Disputes,Correct specialist/agent routing,Low,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01321,68,65-74,Male,4,Midwest,Urban,English,Midwestern US,Part-time,100-149k,8.5,Appointment/scheduling,None,No,Moderate,Yes,Normal,Clear,None,Normal,Occasional,Keypad,Confused,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Agent required,Consent required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-01322,54,45-54,Male,2,South,Suburban,English,General US,Full-time,50-74k,1.1,Order/status inquiry,None,No,Moderate,No,Fast,Clear,None,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,Yes,None,Retry,Correct route + compliant disposition
IVR-SYN-01323,43,35-44,Male,3,South,Urban,English,Southern US,Self-employed,100-149k,5.2,Eligibility inquiry,None,No,Low,No,Normal,Clear,None,Normal,None,Keypad,Calm,Cooperative,No,No,Yes,No,No,Yes,Knowledge-based,Successful,0,None,Eligible,Consent required,Specialist,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Identity,Retry,Correct route + compliant disposition
IVR-SYN-01324,73,65-74,Male,4,Midwest,Rural,Chinese,General US,Full-time,25-49k,8.6,Billing question,Order/status inquiry,Yes,High,No,Slow,Mildly unclear,Low,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,0,None,Eligible,None,Billing,Correct specialist/agent routing,High,GRAY,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-01325,89,75+,Female,6,Midwest,Urban,English,International,Part-time,50-74k,2.6,Order/status inquiry,None,No,Low,No,Normal,Difficult,Moderate,Normal,None,Keypad,Confused,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,Keypad preference,Eligible,None,Self-service,Self-service completion,Moderate,GREEN,No,No,Language,Terminate safely,Correct route + compliant disposition
IVR-SYN-01326,31,25-34,Female,2,West,Urban,English,Southern US,Full-time,<25k,3.5,Billing question,None,No,Moderate,No,Normal,Clear,Low,Short,None,Speech,Anxious,Suspicious,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Conditional,None,Billing,Correct specialist/agent routing,Low,GREEN,Yes,Yes,Routing,Alternative input,Correct route + compliant disposition
IVR-SYN-01327,64,55-64,Male,1,South,Urban,Spanish,General US,Student,50-74k,5.3,Address/contact change,None,No,Moderate,No,Fast,Clear,High,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Self-service,Self-service completion,Low,GREEN,No,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-01328,31,25-34,Male,1,Northeast,Suburban,Spanish,General US,Self-employed,<25k,1.1,Address/contact change,None,No,Moderate,No,Slow,Clear,None,Short,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,Authentication required,Self-service,Self-service completion,High,GREEN,No,No,Identity,Retry,Correct route + compliant disposition
IVR-SYN-01329,21,18-24,Female,3,West,Suburban,English,Northeastern US,Student,50-74k,0.8,Refund/dispute,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,None,Disputes,Correct specialist/agent routing,Moderate,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-01330,71,65-74,Male,5,West,Suburban,Spanish,General US,Other,50-74k,0.9,Eligibility inquiry,None,No,Moderate,No,Normal,Clear,Moderate,Normal,None,Keypad,Frustrated,Terse,No,No,No,No,No,Yes,None required,Not applicable,0,Keypad preference,Eligible,Authentication required,Specialist,Correct specialist/agent routing,Low,GREEN,No,Yes,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-01331,25,25-34,Female,6,Northeast,Urban,English,General US,Student,25-49k,0.2,Appointment/scheduling,None,No,Low,No,Fast,Clear,Low,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,None,General support,Correct specialist/agent routing,Low,GREEN,No,Yes,Eligibility,Retry,Correct route + compliant disposition
IVR-SYN-01332,28,25-34,Female,1,West,Suburban,English,General US,Other,100-149k,5.2,Technical support,Eligibility inquiry,Yes,Low,No,Fast,Clear,Moderate,Normal,Occasional,Keypad,Confused,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,None,Technical support,Correct specialist/agent routing,Low,GRAY,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-01333,50,45-54,Female,1,South,Urban,English,Midwestern US,Full-time,100-149k,3.5,Account information,Payment issue,Yes,Low,No,Normal,Mildly unclear,Moderate,Long,None,Keypad,Calm,Impatient,No,No,No,No,No,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Self-service,Self-service completion,Low,GRAY,No,No,Identity,Alternative input,Correct route + compliant disposition
IVR-SYN-01334,28,25-34,Male,4,South,Suburban,English,General US,Full-time,50-74k,0.3,Billing question,None,No,Moderate,No,Fast,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,Authentication required,Billing,Correct specialist/agent routing,Low,GREEN,Yes,No,None,Terminate safely,Correct route + compliant disposition
